disease_id,disease_name
C4016301,NOONAN SYNDROME-LIKE DISORDER WITH JUVENILE MYELOMONOCYTIC LEUKEMIA
C4230920,Fetal hydrops (in some patients)
C0023067,Laryngitis
C0278752,Mesothelioma malignant advanced
C0392400,Diffuse malignant mesothelioma
C0751871,Autoimmune Diseases of the Nervous System
C0751872,"Immune Disorders, Nervous System"
C1332338,Asbestos-Related Malignant Mesothelioma
C0232720,Pale feces (finding)
C0554103,Intestinal malabsorption of fat
C1849766,Periportal fibrosis
C2675627,Acholic stool
C3277945,Atretic gallbladder
C4304293,Dark yellow urine
C4317043,Simpson-Golabi-Behmel syndrome
C0268626,Juvenile nephropathic cystinosis (disorder)
C2931817,Chromosome 2q37 deletion syndrome
C0393929,Familial infantile myasthenia
C1834703,"Neuropathy, Distal Hereditary Motor, Type VIIA"
C4310694,"MYASTHENIC SYNDROME, CONGENITAL, 20, PRESYNAPTIC"
C4749653,Distal hereditary motor neuropathy type 7
C3807541,MACROCEPHALY AND EPILEPTIC ENCEPHALOPATHY
C1851943,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)"
C1860315,"Whispering dysphonia, hereditary"
C2676244,"Leukodystrophy, Hypomyelinating, 6"
C4022745,Abnormal basal ganglia MRI signal intensity
C1304191,Autoimmune urticaria
C1333290,Diffuse follicle center lymphoma
C1847973,Persistent Polyclonal B-Cell Lymphocytosis
C2853919,Lymphoblastic B-cell lymphoma
C3805272,Type B gastritis
C4683622,Stage A Chronic Lymphocytic Leukemia
C0023806,Lipomucopolysaccharidosis
C0232567,Hypergastrinemia
C0268226,Type I Mucolipidosis
C3888317,"Sialidosis, type 2"
C4023592,Abnormality of mucopolysaccharide metabolism
C0010398,Cruveilhier-Baumgarten Syndrome
C0220993,Cystathioninuria
C1842587,Sensory axonal neuropathy
C3151513,MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE)
C3711385,Deoxyguanosine Kinase Deficiency
C4021534,Adult onset sensorineural hearing impairment
C4025018,Depletion of mitochondrial DNA in liver
C4025595,Viral infection-induced rhabdomyolysis
C4310733,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 4"
C4310735,"PORTAL HYPERTENSION, NONCIRRHOTIC"
C4310935,MITOCHONDRIAL DNA DEPLETION SYNDROME 3
C0007815,Cerebrospinal Fluid Rhinorrhea
C0021432,Infratentorial Neoplasms
C0023355,Leptomeningitis
C0025287,Meningism
C0030442,Progressive bulbar palsy
C0030578,Paronychia Inflammation
C0032587,Polyradiculoneuropathy
C0033797,Pseudodementia
C0038538,Subdural Effusion
C0153167,"Neurosyphilis, Asymptomatic"
C0238051,Cerebral Angiitis
C0265099,Basilar artery thrombosis
C0266476,Congenital stenosis of aqueduct of Sylvius
C0269199,Stenosis of cervix
C0270687,Pseudomeningocele
C0270697,Post-Lumbar Puncture Headache
C0270774,Myelomalacia
C0277192,Infection by Spirocerca
C0333161,Pseudocyst
C0338424,Bacterial encephalitis
C0339821,Concha bullosa
C0392548,Cauda Equina Syndrome
C0393485,Neurosarcoidosis
C0393847,Multifocal motor neuropathy
C0393983,Hernia of cerebellar tonsil into foramen magnum
C0431357,External hydrocephalus
C0431366,Congenital malformation of corpus callosum
C0494053,"Neurosyphilis, Symptomatic"
C0497299,meningitis/encephalitis
C0729584,Infective meningitis
C0746408,mass lesion
C0751188,Post-Dural Puncture Headaches
C0751230,Hypothalamic Dysfunction Syndromes
C0751297,Leptomeningeal Neoplasms
C0751731,"Intracranial Hypotension, Essential"
C0751732,"Intracranial Hypotension, Secondary"
C0848598,Nerve root irritation
C0848633,Sinus pressure
C1334240,Intracranial Germinoma
C1336829,Tuberculum Sellae Meningioma
C1735911,Weakness worsened
C1838069,SCHIZOPHRENIA 3 (disorder)
C1845604,Recurrent bacterial meningitis
C1847651,Rapidly progressive dementia
C1855020,Acute necrotizing encephalopathy
C2220255,Motor disturbances
C3544214,Reversible cerebral vasoconstriction syndrome
C3697784,Postoperative meningitis
C3826696,Muscular atrophy in children
C3844565,Critical congenital heart disease
C3853085,Postural headache
C3888974,Postoperative hypopituitarism
C3897877,Post-Hemorrhagic Hydrocephalus
C4087298,Arachnoid web
C4316985,Cerebellar edema
C4551676,Laryngismus stridulus
C4552505,PHVD
C0022951,Lactose Intolerance
C1513302,Mild Adverse Event
C3830345,ECOG Performance Status 1
C4476604,Decreased small intestinal mucosa lactase activity
C4521577,Neck Pain Score 1
C3809008,HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY
C4755254,Hypomyelination with brain stem and spinal cord involvement and leg spasticity
C0264913,Left posterior fascicular block
C0268179,"Lactase Deficiency, Congenital"
C0279980,Extra-osseous Ewing's sarcoma
C4302261,Primary lactase deficiency
C0162824,"Dermatitis, Photoallergic"
C0345375,Congenital hypoplasia of femur
C1720862,Congenital Generalized Lipodystrophy Type 1
C1838612,"Rhizomelic chondrodysplasia punctata, type 3"
C0268474,Hydroxykynureninuria
C0432152,Thoracic hemivertebra
C1836806,Mild microcephaly
C4024950,Nonprogressive encephalopathy
C4540004,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1"
C4540014,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2"
C0013375,Dysganglionosis
C0795858,"Chromosome 15q, trisomy"
C1859569,BARDET-BIEDL SYNDROME 11
C2608055,Hereditary Renal Cell Carcinoma
C0948740,Hypoplasia of the pituitary gland
C2675185,Kahrizi Syndrome
C3277940,Generalized hypertrichosis
C4025712,Abnormality of the cerebellar vermis
C1848410,"Xeroderma pigmentosum, variant type"
C1863495,Aplasia cutis congenita over posterior parietal area
C1863496,Aplasia cutis congenita on trunk or limbs
C0152113,Rheumatic Chorea
C0232865,Functional proteinuria
C0038364,"Stomatitis, Denture"
C1832175,"Cataract, Congenital, Cerulean Type, 2"
C1836797,Combined Oxidative Phosphorylation Deficiency 1
C1837251,Basal ganglia cysts
C0025470,Mesenteric Panniculitis
C0275686,Congenital listeriosis
C3887503,Neonatal Listeriosis
C0521659,"Motor Neuron Disease, Upper"
C1853396,Primary lateral sclerosis juvenile
C1853398,Spasticity of pharyngeal muscles
C1853404,Spasticity of facial muscles
C1853406,Difficulty in tongue movements
C1862940,"Amyotrophic Lateral Sclerosis, Autosomal Recessive"
C2931441,"Hereditary spastic paralysis, infantile onset ascending"
C2875301,Dominantly inherited sensory neuropathy
C0231779,Heel toe gait
C0392678,Swallowing problem
C0406191,Pseudofolliculitis
C0751246,"Illusions, Visual"
C1838702,Retinitis Pigmentosa 13
C1858725,"NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1"
C2750748,Chromosome 17p13.3 Duplication Syndrome
C4025884,Abnormality of upper lip
C4707092,Distal 17p13.3 microdeletion syndrome
C1265752,Lateral protrusion
C0024307,Lymphomatoid Granulomatosis
C0334415,Sympathetic paraganglioma
C0344523,"Cataract, congenital, cerulean type 1"
C0346416,Benign neuroendocrine tumor
C0409679,Seronegative arthritis
C0702108,Coronary cataract
C1392110,Crystalline cataract
C1832526,"CATARACT, NONNUCLEAR POLYMORPHIC CONGENITAL, AUTOSOMAL DOMINANT"
C1837023,"CATARACT, CONGENITAL, CERULEAN TYPE, 3"
C1850039,"Pericardial Effusion, Chronic"
C1861829,Cataract microcornea syndrome
C1861832,"CATARACT, CRYSTALLINE ACULEIFORM"
C3151140,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D"
C3540850,"CATARACT 4, MULTIPLE TYPES"
C3888390,"Cataract, Punctate, Progressive Juvenile-Onset"
C4721890,"CATARACT 2, MULTIPLE TYPES"
C0023240,Legionellosis
C4021857,Speckled corneal dystrophy
C0009176,Cocaine intoxication
C0020529,Hypersomnia with Periodic Respiration
C0032787,Postoperative Complications
C0043102,Weil Disease
C0232066,Induced apnea
C0239548,"Fasciculation, Tongue"
C0240302,Masseter Muscle Spasm
C0268379,Pseudocholinesterase deficiency
C0338495,"Sleep Apnea, Mixed Central and Obstructive"
C0343495,Lockjaw
C0473223,Aluminum intoxication
C0520758,Prolonged neuromuscular block
C0541957,"Fasciculation, Skeletal Muscle"
C0751144,"Fasciculation, Benign"
C1283400,Butyrylcholinesterase deficiency
C1622434,Suxamethonium sensitivity
C1867468,"Apnea, Postanesthetic"
C1867469,"Butyrylcholinesterase Deficiency, Fluoride-Resistant, Japanese Type"
C1968699,"Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate"
C3889588,"BCHE, FLUORIDE 2 PHENOTYPE"
C3889591,"BCHE, J VARIANT PHENOTYPE"
C3889592,"BCHE, H VARIANT PHENOTYPE"
C4025279,Respiratory failure requiring assisted ventilation
C0259817,Xerosis
C0264492,Chronic respiratory failure
C0543515,Sucrase deficiency
C0545044,Acrokeratoelastoidosis of Costa
C0699848,Disaccharidase deficiency
C0751173,"Glycogen Storage Disease Type II, Infantile"
C1283620,"Sucrase-isomaltase deficiency, congenital"
C3888924,"Glycogen storage disease due to acid maltase deficiency, infantile onset"
C1840389,"Pseudohypoaldosteronism, Type IIa"
C3469606,"PSEUDOHYPOALDOSTERONISM, TYPE IIE"
C0477362,Other specified extrapyramidal and movement disorders
C1835614,Hereditary Hyperexplexia
C3553291,HYPEREKPLEXIA 2
C4084968,Hereditary Hyperekplexia
C4293678,Glabellar reflex
C0338478,Idiopathic Myoclonic Epilepsy
C0338479,Symptomatic Myoclonic Epilepsy
C0393695,"Early Childhood Epilepsy, Myoclonic"
C0393703,Myoclonic Absence Epilepsy
C0438414,Myoclonic Encephalopathy
C0751120,Benign Infantile Myoclonic Epilepsy
C0917800,"Epilepsy, Myoclonic, Infantile"
C4273988,Benign adult familial myoclonic epilepsy
C0221054,Welander Distal Myopathy
C1850808,Miyoshi myopathy
C4551973,Miyoshi Muscular Dystrophy 1
C4539828,BIRK-LANDAU-PEREZ SYNDROME
C1842797,"Exfoliative Ichthyosis, Autosomal Recessive, Ichthyosis Bullosa of Siemens-like"
C4225407,PEELING SKIN SYNDROME 4
C0008298,Polyp in nasopharynx
C0025211,Conjunctival melanosis
C0039743,Thanatophoric Dysplasia
C0040262,Tinea Versicolor
C0206504,Tympanic Membrane Perforation
C0263634,Abnormal granulation tissue
C0334473,Intramuscular lipoma
C0340639,Carotid artery aneurysm
C0524686,"Periodontitis, Acute Nonsuppurative"
C0542142,Recurrent Laryngeal Nerve Paralysis
C0548923,Burn infection
C0684830,Secondary malignant neoplasm of axilla
C0701824,Staggering gait
C0877849,Askin's tumor
C1333987,Hereditary Glomangioma
C1334687,Megakaryocytic Neoplasm
C1519172,Salivary Gland Carcinoma ex Pleomorphic Adenoma
C1562893,Retrocorneal fibrous membrane
C3281247,BENT BONE DYSPLASIA SYNDROME
C4087190,Sulcus vocalis
C4087491,End stage COPD
C1859565,BARDET-BIEDL SYNDROME 7
C4016435,"BARDET-BIEDL SYNDROME 1/7, DIGENIC"
C4021068,Kinked brainstem
C4693347,ALKURAYA-KUCINSKAS SYNDROME
C0431879,Brachymesophalangia
C1832127,Square face
C1845250,Small forehead
C4021814,Accessory oral frenulum
C4693651,OROFACIODIGITAL SYNDROME XVIII
C0311337,Morton Neuroma
C0454649,Developmental syntactic impairment
C1838579,Pseudobulbar signs
C0339916,Viral upper respiratory tract infection
C3280073,CRANIOSYNOSTOSIS AND DENTAL ANOMALIES
C0038018,Spondylolysis
C0156173,Functional diarrhea
C0162819,"Skin Diseases, Vascular"
C0268225,Aspartylglucosaminuria
C0580413,Prothrombin time low
C1263023,Macroorchidism
C1328440,Abnormality of amino acid metabolism
C1836855,Vacuolated lymphocytes
C1858452,Thickened calvaria
C2931840,Aspartylglucosamidase (AGA) deficiency
C4017301,"ASPARTYLGLUCOSAMINURIA, FINNISH TYPE"
C4021541,Anterior beaking of lumbar vertebrae
C4317149,Vacuolated Lymphocyte Count
C1836573,"GRISCELLI SYNDROME, TYPE 3"
C1836576,Silver-gray hair
C4025315,Large clumps of pigment irregularly distributed along hair shaft
C1862102,"BRACHYDACTYLY, TYPE E1"
C3714535,"Malocclusion, Angle class II"
C0151731,Hepatic infarction
C0474679,Serum ceruloplasmin measurement
C0854279,Basal ganglion degeneration
C0860016,Fulminant Wilson's disease
C1858583,"HEMOSIDEROSIS, SYSTEMIC, DUE TO ACERULOPLASMINEMIA"
C2931429,Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections
C4017428,CERULOPLASMIN BELFAST PHENOTYPE
C4022891,Elevated hepatic iron concentration
C0231450,Abnormal extension
C0266111,Bifid tongue
C0796013,Zimmerman Laband syndrome
C1719710,Chronic post-thoracotomy pain
C1834060,Short middle phalanx of the 5th finger
C1849341,Triangular mouth
C1849343,Duplication of the distal phalanx of hand
C1854409,Naevus flammeus of the eyelid
C4020952,Fingernail dysplasia
C4021772,Bifid distal phalanx of toe
C4022477,Onychogryposis of fingernail
C4023918,Short hard palate
C4551475,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1"
C4551476,"Robinow Syndrome, Autosomal Dominant"
C0151686,Growth retardation
C0231254,Increased body mass index
C3280817,"HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 6"
C0270932,Paraneoplastic Polyneuropathy
C1850069,Undetectable visual evoked potentials
C1851833,Premature birth following premature rupture of fetal membranes
C1856121,Broad eyebrow
C1865119,Progressive ventriculomegaly
C4022762,Elevated brain lactate level by MRS
C4022769,Small basal ganglia
C4023625,Absence of stomach bubble on fetal sonography
C4225386,LETHAL CONGENITAL CONTRACTURE SYNDROME 7
C0003969,Ascorbic Acid Deficiency
C0015773,Felty Syndrome
C0024054,Lown-Ganong-Levine Syndrome
C0033771,Prurigo
C0264005,Eosinophilic Fasciitis
C0276089,Pneumonia due to Escherichia coli
C0279619,Adult Acute Erythroid Leukemia
C0338562,Sciatic nerve compression
C0346342,Carcinoma ex pleomorphic adenoma of lacrimal gland
C0349571,Pleomorphic adenoma of parotid gland
C0747667,Recurrent bacterial pneumonia
C0877048,Oral fungal infection
C0877208,Peripartum cardiomyopathy
C1260326,"Dendritic Cell Sarcoma, Interdigitating"
C1268606,Localized candidiasis
C1332937,Childhood Acute Erythroid Leukemia
C1333294,ALK positive large B-cell lymphoma
C1336536,Supratentorial Glioblastoma
C1512259,Grade II Meningioma
C1697846,Psoriatic conditions
C1709353,Osteofibrous Dysplasia
C1735635,Progression of adenocarcinoma
C1963788,Peripheral nerve lesion
C2242589,Coronaropathy
C2347750,Adult Grade II Meningioma
C2347759,Childhood Grade II Meningioma
C2861580,"Chronic myeloid leukemia, BCR/ABL-positive"
C2930809,Neutropenia and hyperlymphocytosis with large granular lymphocytes
C3489795,"Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant"
C4021157,Generalized abnormality of skin
C4288261,STAT3 Gain of Function
C4525060,Refractory Lymphoma
C4528699,Devil Facial Tumor Disease
C4721531,"HYPER-IgE RECURRENT INFECTION SYNDROME 1, AUTOSOMAL DOMINANT"
C1846347,Renal salt wasting
C3502131,"Adrenal Insufficiency, Congenital"
C3553587,GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY
C3671887,Hypernatriuria
C4022011,Leydig cell neoplasia
C4023574,Abnormality of circulating adrenocorticotropin level
C4310878,GLUCOCORTICOID DEFICIENCY 4 WITH MINERALOCORTICOID DEFICIENCY
C4476786,Testicular adrenal rest tumor
C4476955,Impaired cortisol response to insulin stimulation test
C4531272,Decreased circulating dehydroepiandrosterone level
C0010668,"Cystic Adenomatoid Malformation of Lung, Congenital"
C0015338,Exstrophy
C0155119,Recurrent erosion of cornea
C0158667,Aplasia of Lacrimal and Salivary Glands
C0265269,Lacrimoauriculodentodigital syndrome
C0265857,Uhl anomaly
C0266184,Congenital duodenal obstruction due to malrotation of intestine
C0432055,Simple syndactyly of fingers - first web
C1394030,Coronal hypospadias
C1710501,Pleuropulmonary blastoma type I
C1858569,Absence of Stensen duct
C1863200,Lacrimal gland hypoplasia
C1867060,"Lacrimal Puncta, Absence of"
C1968574,Hypoplastic lacrimal duct
C4020703,Cystic lung lesion
C4021418,Absent proximal phalanx of thumb
C4021564,Hypoplasia of the lacrimal punctum
C4021627,Bilateral triphalangeal thumbs
C4024215,Aplasia of the parotid gland
C4024345,Radial deviation of the 3rd finger
C4024822,Lacrimal gland aplasia
C4082954,Hypoplasia of right ventricle
C4021822,Abnormality of female external genitalia
C0373675,Magnesium measurement
C4225221,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2
C1834975,Irregular acetabular roof
C4020825,Irregular capital femoral epiphysis
C4021252,Abnormality of the epiphysis of the femoral head
C4024595,Abnormal ossification involving the femoral head and neck
C4024623,Wide proximal femoral metaphysis
C4693799,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, DI ROCCO TYPE"
C0150988,Sclerodactyly
C0272339,Prekallikrein deficiency
C0272340,High molecular weight kininogen deficiency
C0744314,Gastroenterocolitis
C0232288,Chest pain on exertion
C0344386,Schistocytosis
C0519097,Left ventricular aneurysm
C0948355,Myocardial bridging
C1704431,Disorder of electrolytes
C2062905,Left Main Coronary Artery Stenosis
C4225320,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 50"
C0740409,Psychotic behaviour
C0878660,Proportionate short stature
C1969238,Widely spaced toes
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3"
C4014545,Tatton Brown Rahman syndrome
C4021132,Supraventricular tachycardia with an accessory connection mediated pathway
C4023371,Proportionate tall stature
C0202100,Insulin C-peptide measurement
C0202115,Lactic acid measurement
C1295176,Leptin measurement
C3150714,FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5
C0153369,Malignant neoplasm of anterior portion of floor of mouth
C0153380,Malignant neoplasm of other specified parts of mouth
C0153407,Malignant neoplasm of other sites within the lip and oral cavity
C0496758,Malignant neoplasm of lateral floor of mouth
C0026718,Mucormycosis
C0038987,Sweat Gland Neoplasms
C0043541,Zygomycosis
C0231617,Catch - Finding of sensory dimension of pain
C0241633,Vaginal dryness
C0241705,Difficulty passing urine
C0266368,Congenital absence of ovary
C0268487,Tyrosine Transaminase Deficiency Disease
C0276262,Verruca plana
C0339962,Pulmonary mucormycosis
C0344511,Atresia of nasolacrimal duct
C0423807,Overcurvature of nail
C0425913,Uterus absent (finding)
C0432090,Cleft of hard palate
C0685787,Cleft face
C1302999,Ankyloblepharon filiforme adnatum
C1449718,Endocrine Breast Diseases
C1836192,Aplasia/Hypoplasia involving the metacarpal bones
C1844825,Hyperconvex fingernails
C1849025,Oval face
C1851878,OROFACIAL CLEFT 8
C1851883,"Small, conical teeth"
C1851885,Progressive alopecia
C1854013,Anisomastia
C1858562,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 3"
C1860182,Aplasia/Hypoplasia of metatarsal bones
C1860608,Pili canaliculi
C1862858,"Red, cracking, peeling skin at birth"
C1862862,Patchy alopecia
C1963268,"Vaginal Dryness, CTCAE 3.0"
C1969738,Premature loss of permanent teeth
C2051831,Pectus excavatum
C2895223,Juvenile and adolescent idiopathic scoliosis
C4021574,Decreased number of sweat glands
C4022716,Bilateral breast hypoplasia
C4023115,3-4 finger cutaneous syndactyly
C4023175,Submucous cleft soft palate
C4024810,Chronic irritative conjunctivitis
C4553754,"Vaginal Dryness, CTCAE 5.0"
C0012716,Disorder of magnesium metabolism
C0268448,Primary hypomagnesemia (disorder)
C0268451,Manz syndrome
C0403477,Medullary nephrocalcinosis
C1835171,"Hypomagnesemia 2, renal"
C2673441,Renal calcium wasting
C2673444,Hypocitraturia
C3151482,"HYPERCALCIURIA, CHILDHOOD, SELF-LIMITING"
C0268113,Familial juvenile gout
C0744466,gout tophaceous
C2677549,"Hypouricemia, Renal, 2"
C2677550,"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 2"
C0268344,Ehlers-Danlos syndrome 6B
C3280011,BRITTLE CORNEA SYNDROME 2
C0006288,Bronchopulmonary Sequestration
C0014736,Erysipelothrix infection
C0022810,Kyasanur Forest Disease
C0235270,Keratopathy
C0265223,Cohen syndrome
C0268243,"Niemann-Pick Disease, Type B"
C0391820,Gouty nephropathy
C0948031,Primary Graft Dysfunction
C1855457,"MALARIA, CEREBRAL, SUSCEPTIBILITY TO (finding)"
C2919576,Left sided ulcerative colitis
C4317295,Congenital disorder of glycosylation type 1s
C0221016,Red blood cell disorder
C1292231,In(Lu) phenotype (finding)
C3150805,FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 6
C3150926,Congenital dyserythropoietic anemia type IV
C4023619,Absence of Lutheran antigen on erythrocytes
C0026851,"Muscular Dystrophy, Animal"
C3830518,Diabetic embryopathy
C3875179,Abnormal lipid deposits
C4087316,Muscle hypoxia
C0201278,Antibody measurement (procedure)
C0240412,Muscle hematoma
C0269855,Hematoma of cord
C0272350,"Dysfibrinogenemia, Congenital"
C1969572,Prolonged bleeding after dental extraction
C2750514,"Factor Xiii, A Subunit, Deficiency Of"
C3160733,THROMBOPHILIA DUE TO THROMBIN DEFECT
C3279439,Recurrent spontaneous abortion
C3550150,Recurrent thrombophlebitis
C4023145,Abnormal umbilical stump bleeding
C4024692,Reduced factor XIII activity
C4280712,Delayed onset bleeding
C4316906,Factor XIII deficiency disease
C1847164,Morning myoclonic jerks
C0015269,Exhibitionism
C0035012,Reiter Syndrome
C1858266,"Bare Lymphocyte Syndrome, Type I"
C2074900,Chronic postoperative pain
C0014670,Equinus Deformity
C0201896,Arylsulfatase B measurement
C0268218,"Maroteaux-Lamy syndrome, mild form"
C1846433,Prominent sternum
C1846442,Hypoplastic acetabulae
C1854774,Dermatan sulfate excretion in urine
C4017253,"MUCOPOLYSACCHARIDOSIS, TYPE VI, SEVERE"
C4023114,Anterior wedging of L2
C4024677,Anterior wedging of L1
C0240952,"Dysarthria, Scanning"
C0454597,"Dysarthria, Flaccid"
C0454598,"Dysarthria, Mixed"
C0696098,Blood thyroid stimulating hormone analysis
C1563666,"Dysarthria, Guttural"
C1836694,"Striatal Degeneration, Autosomal Dominant"
C1968851,Pigmented micronodular adrenocortical disease
C1997262,Hypothyroidism in pregnancy
C2242456,thyroid function
C3280094,"PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3"
C4024947,Symmetric lesions of the basal ganglia
C4310808,"STRIATAL DEGENERATION, AUTOSOMAL DOMINANT 1"
C1861559,CHROMATE RESISTANCE (disorder)
C0334416,Parasympathetic paraganglioma
C0423640,Right Flank Pain
C3150898,"CARDIOMYOPATHY, DILATED, 1GG"
C3203483,Pulmonary chondroma
C3279992,PARAGANGLIOMAS 5
C4024705,Decreased activity of mitochondrial complex II
C4025278,Stress/infection-induced lactic acidosis
C4476644,Segmental myoclonic seizures
C0268916,Atrophy of vas deferens
C0400875,Hollow visceral neuropathy
C4305530,Dent disease type 1
C0027443,Natal Teeth
C0266054,Premature tooth eruption
C0341007,Alveolar ridge abnormality
C0457013,Weyers acrofacial dysostosis
C1857005,Cone-shaped epiphyses of phalanges 2 to 5
C3808270,Acetabular spurs
C3280795,HYPOPLASTIC LEFT HEART SYNDROME 2
C1274233,T-lymphocyte immunodeficiency
C1302424,Plasma cell myeloma/plasmacytoma
C1832324,Recurrent opportunistic infections
C2931299,ZAP70 deficiency
C2931320,T cell immunodeficiency primary
C4023438,Recurrent mycobacterial infections
C4024599,Chronic oral candidiasis
C4025197,Absence of CD8-positive T cells
C0007645,Cellulitis and abscess NOS (disorder)
C4553013,Chemokine (C-C Motif) Ligand 21 Measurement
C3281234,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9
C0156404,Irregular Menstruation
C0156409,Postmenopausal atrophic vaginitis
C0221392,Atrophic Vaginitis
C0235857,Decreased lacrimation
C0522216,Abnormal auditory evoked potential
C0728829,Congenital pes cavus
C0751037,"Cockayne Syndrome, Type III"
C1837767,Loss of facial adipose tissue
C1849953,Square pelvis bone
C1857638,Patchy demyelination of subcortical white matter
C1857651,Ivory epiphyses of the phalanges of the hand
C1857652,Thymic hormone decreased
C1857707,Increased cellular sensitivity to UV light
C3553298,UV-SENSITIVE SYNDROME 2
C4021755,Abnormality of midbrain morphology
C4025610,Peripheral dysmyelination
C4523967,Fracture infection
C4310775,"DEAFNESS, AUTOSOMAL DOMINANT 70"
C1855772,Absent corpus callosum cataract immunodeficiency
C4747517,"MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 20"
C0008272,Asiderotic anemia
C0086973,Hemorrhagic Septicemia
C2957106,headache severe
C4531223,Ichthyosis follicularis
C0679395,vascular ischemia
C3850153,Ovarian Reserve
C1840452,Hyaloideoretinal degeneration of Wagner
C2242658,Aortic dissection rupture
C4024825,Peripheral tractional retinal detachment
C4073118,Optically empty vitreous
C0029587,Other eating disorders
C0743244,Chronic drug abuse
C3546787,response to ketamine
C0006818,Campylobacter infection
C0237020,Dermoid cyst of ovary
C0275982,Enteric campylobacteriosis
C0406641,Genital lichen sclerosus
C4020787,Subcoronal hypospadias
C4025294,Juvenile gastrointestinal polyposis
C4310719,FAMILIAL ADENOMATOUS POLYPOSIS 4
C0024248,Lymphocele
C1837618,"CILIARY DYSKINESIA, PRIMARY, 3"
C4025100,Abnormal respiratory motile cilium morphology
C0278110,"Hemiplegia, Crossed"
C0338488,Alternating hemiplegia of childhood
C2675211,"EPISODIC ATAXIA, TYPE 6 (disorder)"
C4749507,5p13 microduplication syndrome
C0042994,Vulvar Diseases
C0155111,Bullous keratopathy
C0334572,Ameloblastic fibroma
C0341022,Chronic hyperplastic candidiasis
C3810170,"DEAFNESS, AUTOSOMAL DOMINANT 56"
C0016199,Flank Pain
C0042998,Vulvovaginitis
C0744058,flexor tenosynovitis
C4552481,Acute bacterial skin and skin structure infection
C0432246,"Microcephalic Osteodysplastic Primordial Dwarfism, Type II"
C4015080,"MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE"
C0342400,Post-traumatic hypopituitarism
C3838731,Familial hyperaldosteronism type 1
C4042925,Trauma and Stressor Related Disorders
C0235587,Lymphadenosis
C0585475,Pilomatrix carcinoma of skin
C1518004,Low Grade B-Cell Non-Hodgkin's Lymphoma
C0086492,J-Pouch
C0270075,Perinatal disorder
C0521483,Mucous membrane hyperplasia
C0862802,Recurrent lung cancer
C1299888,laminitis
C1377678,Adult Central Nervous System Neoplasm
C1402291,Pigmented lesions
C2609319,Papulopustular Rash
C2673648,"Hypomagnesemia 4, Renal"
C3274592,Lipofibromatosis
C3828832,Neural Glioblastoma
C4324732,Bladder wall thickening
C4510731,Familial primary hypomagnesemia with normocalciuria and normocalcemia
C4750288,Spinal muscular atrophy with lower extremity predominance
C0033132,"Cerebellar Degenerations, Primary"
C0270755,Corticostriatal-Spinal Degeneration
C0393524,"Cerebellar Ataxia, Late Onset"
C4022739,Abnormal neuron morphology
C4552213,Broad autism phenotype
C2675859,Diamond-Blackfan Anemia 5
C0234458,Dream disorder
C0263374,Lichen striatus
C0268009,Hyperosmolality
C0344516,Coloboma of lens
C0458118,Total body pain syndrome
C0542141,Paralysis radial
C0862953,Cholangiocarcinoma non-resectable
C1274408,Chronic plaque-like oral candidiasis
C1306229,Dyschromatosis universalis
C1306600,Radial nerve palsy
C1836705,"Pseudohyperkalemia, Familial, 2, due to Red Cell Leak"
C1852767,Hereditary macular coloboma
C1859495,Episodic hemolytic anemia
C1864002,GRACILE SYNDROME (disorder)
C1963899,Erosive gastroduodenitis
